Small Unit Installation Postcode,Previous Years (2001-2018) - Installations Quantity,Previous Years (2001-2018) - SGU Rated Output In kW,Jan 2019 - Installations Quantity,Jan 2019 - SGU Rated Output In kW,Feb 2019 - Installations Quantity,Feb 2019 - SGU Rated Output In kW,Mar 2019 - Installations Quantity,Mar 2019 - SGU Rated Output In kW,Apr 2019 - Installations Quantity,Apr 2019 - SGU Rated Output In kW,May 2019 - Installations Quantity,May 2019 - SGU Rated Output In kW,Jun 2019 - Installations Quantity,Jun 2019 - SGU Rated Output In kW,Jul 2019 - Installations Quantity,Jul 2019 - SGU Rated Output In kW,Aug 2019 - Installations Quantity,Aug 2019 - SGU Rated Output In kW,Sep 2019 - Installations Quantity,Sep 2019 - SGU Rated Output In kW,Oct 2019 - Installations Quantity,Oct 2019 - SGU Rated Output In kW,Nov 2019 - Installations Quantity,Nov 2019 - SGU Rated Output In kW,Dec 2019 - Installations Quantity,Dec 2019 - SGU Rated Output In kW,Jan 2020 - Installations Quantity,Jan 2020 - SGU Rated Output In kW,Feb 2020 - Installations Quantity,Feb 2020 - SGU Rated Output In kW,Mar 2020 - Installations Quantity,Mar 2020 - SGU Rated Output In kW,Apr 2020 - Installations Quantity,Apr 2020 - SGU Rated Output In kW,May 2020 - Installations Quantity,May 2020 - SGU Rated Output In kW,Jun 2020 - Installations Quantity,Jun 2020 - SGU Rated Output In kW,Jul 2020 - Installations Quantity,Jul 2020 - SGU Rated Output In kW,Aug 2020 - Installations Quantity,Aug 2020 - SGU Rated Output In kW,Sep 2020 - Installations Quantity,Sep 2020 - SGU Rated Output In kW,Oct 2020 - Installations Quantity,Oct 2020 - SGU Rated Output In kW,Nov 2020 - Installations Quantity,Nov 2020 - SGU Rated Output In kW,Dec 2020 - Installations Quantity,Dec 2020 - SGU Rated Output In kW,Installations Quantity Total,SGU Rated Output In kW Total
1871,1,1.520,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,1.520
1875,1,1.610,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,1.610
1885,5,13.290,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,5,13.290
1890,4,11.380,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.660,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,5,18.040
2000,42,840.171,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,45.000,1,48.825,0,0.000,1,77.600,1,71.200,0,0.000,0,0.000,0,0.000,1,77.760,1,4.950,0,0.000,0,0.000,0,0.000,2,58.680,50,1224.186
2007,18,135.140,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,9.350,0,0.000,1,46.200,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,55.500,1,7.700,3,84.700,0,0.000,1,3.150,0,0.000,1,12.480,0,0.000,1,2.960,0,0.000,28,357.180
2008,62,626.319,0,0.000,0,0.000,1,2.840,0,0.000,2,6.900,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,2.275,1,3.500,2,6.430,0,0.000,0,0.000,3,14.900,2,8.240,2,17.805,0,0.000,0,0.000,0,0.000,1,9.620,77,698.829
2009,13,186.670,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,4.440,1,30.800,1,95.760,1,30.810,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,17,348.480
2010,132,866.849,0,0.000,1,1.800,2,25.870,1,3.410,1,5.040,1,6.570,1,3.300,1,6.480,0,0.000,5,22.100,1,11.160,0,0.000,0,0.000,4,35.720,1,8.875,0,0.000,1,2.800,2,15.090,1,11.900,1,9.900,2,8.750,3,27.225,4,35.340,5,46.110,170,1154.289
2011,30,264.804,0,0.000,0,0.000,0,0.000,1,11.055,0,0.000,2,85.500,1,4.340,0,0.000,1,49.820,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,1,10.150,0,0.000,0,0.000,1,5.250,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,40.700,39,478.219
2015,170,1621.466,0,0.000,6,113.406,3,74.720,0,0.000,2,27.900,1,5.310,7,169.280,2,21.695,3,60.450,1,6.615,0,0.000,3,61.710,0,0.000,2,157.625,1,10.005,1,4.095,5,41.960,0,0.000,1,99.000,4,44.445,0,0.000,1,7.400,1,5.600,9,161.510,223,2694.192
2016,95,429.856,1,3.300,3,14.578,0,0.000,0,0.000,2,9.975,0,0.000,4,15.590,1,5.920,0,0.000,2,11.550,3,72.610,0,0.000,1,6.600,2,12.710,2,9.090,1,3.300,2,34.370,0,0.000,1,1.500,0,0.000,4,23.480,1,9.570,3,13.695,3,46.620,131,724.314
2017,46,536.105,1,37.260,1,5.500,4,15.100,2,11.000,1,20.460,1,4.340,1,3.300,1,3.000,0,0.000,1,99.280,1,99.000,2,21.360,0,0.000,1,27.720,1,6.300,0,0.000,0,0.000,0,0.000,0,0.000,2,22.830,1,6.600,0,0.000,1,10.250,8,77.700,76,1007.105
2018,253,980.257,8,62.535,3,17.125,1,6.600,4,30.840,5,27.030,1,5.985,3,14.415,6,65.860,3,17.900,5,69.120,7,43.790,2,17.975,3,32.340,6,40.405,5,38.770,2,14.300,3,20.870,2,13.200,6,76.800,2,13.250,4,34.145,4,38.340,6,45.720,11,159.680,355,1887.252
2019,250,1651.000,1,6.000,0,0.000,3,12.115,3,35.595,5,55.865,4,39.810,1,75.040,3,13.690,1,6.600,1,99.660,8,87.785,6,237.665,2,11.850,6,61.790,5,30.000,5,30.555,1,8.250,9,238.090,5,192.070,3,18.920,0,0.000,5,36.300,7,157.060,3,31.930,337,3137.640
2020,234,1289.979,3,104.380,2,15.970,3,15.940,2,8.400,5,65.060,3,15.255,3,23.595,2,8.800,4,25.300,2,38.723,4,28.015,3,21.145,5,47.300,1,6.600,8,51.150,1,99.630,4,118.415,2,13.200,8,52.605,5,123.470,8,63.770,6,31.530,7,58.030,4,24.730,329,2350.992
2021,139,671.054,4,18.960,5,30.545,5,22.817,1,4.270,2,31.600,0,0.000,1,6.000,2,8.450,0,0.000,2,8.040,3,13.760,5,34.690,2,9.540,2,8.400,5,36.290,4,20.025,6,26.925,4,23.760,3,18.980,4,18.275,3,12.770,4,24.470,2,41.450,3,20.500,211,1111.571
2022,184,830.429,2,13.740,1,5.850,3,20.285,4,37.950,4,33.990,2,13.545,0,0.000,6,31.440,3,18.275,2,8.470,4,28.420,2,12.900,1,10.500,4,23.985,4,28.050,2,14.400,3,21.405,2,13.410,2,11.910,4,16.345,5,31.530,5,29.910,5,30.880,4,32.795,258,1320.414
2023,168,998.945,2,9.550,1,10.370,3,18.360,0,0.000,2,26.520,3,20.595,2,17.950,1,10.140,1,3.450,4,40.880,3,33.070,4,45.650,0,0.000,2,17.600,1,1.950,2,44.185,7,64.545,5,43.280,3,47.290,4,50.450,3,31.360,3,30.400,1,6.120,7,74.340,232,1647.000
2024,266,1253.678,3,16.680,1,7.200,2,14.820,3,16.855,6,55.475,5,35.165,5,129.910,4,18.975,1,20.160,5,29.595,5,116.840,7,147.420,2,14.940,1,7.350,3,16.320,3,19.470,5,26.690,6,46.130,5,36.445,5,37.800,5,28.650,3,21.170,7,46.910,5,95.050,363,2259.698
2025,86,337.760,2,9.315,0,0.000,2,12.050,0,0.000,5,44.165,2,49.575,0,0.000,0,0.000,0,0.000,4,27.800,1,6.600,3,23.560,1,9.100,3,18.580,3,15.480,2,16.335,1,7.850,1,10.560,1,9.100,1,4.440,1,11.220,0,0.000,2,14.620,4,35.090,125,663.200
2026,372,1396.570,5,30.085,3,14.105,2,15.260,5,39.670,9,56.040,5,27.245,7,56.140,4,19.920,4,24.940,3,25.555,6,34.255,6,40.410,3,24.565,10,59.990,8,42.805,4,23.290,4,22.490,11,89.080,6,110.240,9,61.230,9,101.145,8,56.460,16,115.635,4,33.830,523,2520.955
2027,54,349.034,0,0.000,1,8.040,1,2.480,0,0.000,1,3.600,0,0.000,0,0.000,1,15.510,2,16.500,2,6.510,2,42.070,1,11.520,1,3.900,1,3.780,2,11.800,2,5.250,0,0.000,2,16.210,1,6.175,0,0.000,1,19.240,0,0.000,0,0.000,1,9.720,76,531.339
2028,39,178.180,1,9.810,1,6.200,0,0.000,0,0.000,0,0.000,0,0.000,2,10.395,0,0.000,1,7.785,1,33.000,2,14.750,1,29.700,0,0.000,0,0.000,1,9.800,3,21.500,0,0.000,1,11.050,0,0.000,0,0.000,1,6.600,1,32.400,1,6.290,1,13.140,57,390.600
2029,116,569.239,0,0.000,2,12.870,2,13.850,1,6.000,2,12.690,0,0.000,1,5.175,0,0.000,2,13.575,2,17.920,2,24.200,2,19.200,2,17.200,5,32.465,2,14.940,2,25.900,2,19.050,1,7.700,0,0.000,5,50.510,1,6.600,3,34.140,3,18.660,5,60.560,163,982.444
2030,285,1489.495,1,6.720,0,0.000,3,27.742,6,53.600,6,57.540,3,19.275,6,38.830,4,26.390,3,14.880,4,25.760,2,26.240,6,89.870,3,19.360,6,64.985,8,98.100,6,50.080,8,58.280,8,117.610,8,52.475,4,33.465,7,48.560,5,57.815,8,84.810,12,106.935,412,2668.817
2031,471,2015.432,9,172.285,4,21.855,3,22.550,7,36.350,4,36.740,5,30.480,3,18.540,3,19.355,3,25.600,10,115.975,10,59.370,15,127.230,4,30.960,3,22.550,12,64.795,15,106.120,6,35.250,6,107.500,10,61.475,8,51.075,10,78.980,7,76.480,16,107.275,10,67.015,654,3511.237
2032,258,1024.445,2,25.650,2,11.480,2,25.500,2,11.550,3,18.090,4,26.850,4,23.640,8,45.475,4,24.040,7,42.785,2,12.870,5,36.695,3,13.875,3,22.260,5,30.250,4,25.080,4,26.610,1,6.600,0,0.000,4,34.470,6,43.835,3,21.490,7,57.170,5,36.200,348,1646.910
2033,142,642.062,2,8.550,2,21.840,1,5.400,1,6.405,0,0.000,1,8.000,2,13.315,1,6.000,1,4.340,3,57.420,4,107.140,0,0.000,2,17.160,1,6.600,3,32.220,3,20.805,1,4.740,0,0.000,2,19.850,5,35.010,2,12.520,1,7.920,3,24.470,3,28.000,186,1089.767
2034,311,1186.926,3,24.290,3,33.605,2,12.390,6,48.070,3,19.115,2,15.510,6,66.080,2,8.475,3,19.080,8,48.485,10,61.460,6,38.750,3,18.300,7,43.145,3,20.570,6,35.610,3,14.670,7,48.685,7,61.130,3,22.130,12,126.245,2,13.160,11,89.285,5,36.015,434,2111.181
2035,787,2902.741,7,52.825,8,57.335,10,73.540,9,52.195,6,33.555,7,45.330,8,54.300,3,23.160,5,26.620,7,44.550,9,58.170,8,64.515,6,50.280,17,105.570,11,73.815,13,77.745,16,218.100,11,68.875,17,276.620,9,56.000,19,172.465,20,150.840,19,154.185,18,174.815,1050,5068.146
2036,786,3124.560,12,71.385,4,17.910,11,66.200,18,86.760,6,41.780,12,130.860,14,128.390,8,49.195,4,19.755,12,104.215,10,73.290,6,41.780,10,56.690,4,25.130,9,70.100,12,81.305,9,162.815,10,78.490,10,84.030,17,194.670,20,162.955,22,205.530,23,204.770,29,278.480,1078,5561.045
2037,208,883.510,1,3.100,1,6.480,2,10.525,0,0.000,1,3.740,1,6.490,2,7.250,3,13.600,4,20.750,0,0.000,1,3.780,3,15.760,3,14.030,2,8.700,3,20.415,2,10.050,1,5.280,1,3.150,1,8.280,5,38.740,2,11.450,2,12.800,4,42.940,5,44.260,258,1195.080
2038,241,815.015,2,6.600,6,30.954,7,42.775,2,11.355,6,35.100,0,0.000,3,15.975,4,23.955,1,1.650,2,13.975,5,49.060,2,26.260,0,0.000,5,30.660,1,3.780,3,14.015,7,43.240,3,15.670,4,24.310,3,14.310,9,46.425,8,51.120,7,47.520,1,6.200,332,1369.924
2039,186,714.231,4,24.990,0,0.000,1,3.050,1,3.840,1,4.030,1,3.000,0,0.000,3,13.145,2,7.500,3,15.810,2,7.530,6,33.475,0,0.000,4,17.760,2,13.215,5,28.505,0,0.000,4,24.345,2,11.700,2,11.985,2,7.110,1,4.380,6,33.930,3,64.130,241,1047.661
2040,588,2155.733,8,38.305,8,92.980,6,122.040,2,11.300,7,38.975,6,43.002,8,43.125,7,21.350,5,24.415,5,26.300,4,27.480,14,113.755,11,55.190,2,13.200,11,66.825,11,52.530,5,30.695,10,59.425,8,46.170,14,182.035,12,183.720,15,92.315,15,93.870,7,137.480,789,3772.215
2041,335,1060.956,5,21.100,6,26.920,0,0.000,6,35.360,2,9.665,6,38.930,2,16.800,1,7.920,6,25.090,2,11.400,7,26.455,5,15.045,1,5.600,7,38.790,7,33.220,5,26.570,2,12.230,4,22.760,5,25.350,3,21.270,2,12.360,5,30.610,9,57.460,8,83.610,441,1665.471
2042,381,1413.455,1,6.935,4,25.490,2,13.100,4,47.700,2,11.025,2,13.465,2,4.290,1,6.050,11,62.775,6,46.720,5,34.520,9,69.530,2,6.360,3,14.250,9,46.435,7,29.895,3,15.120,4,21.600,5,24.330,5,58.360,12,61.530,7,40.250,8,36.270,5,29.860,500,2139.315
2043,93,325.469,0,0.000,2,87.180,2,19.900,0,0.000,0,0.000,0,0.000,1,6.210,1,5.525,1,5.175,2,4.400,2,13.740,2,9.650,0,0.000,1,5.940,1,9.300,3,12.090,0,0.000,2,33.600,2,13.200,3,16.400,3,19.940,1,5.920,1,4.810,3,16.290,126,614.739
2044,298,1244.689,3,16.815,1,5.580,1,4.030,0,0.000,4,24.360,5,119.600,3,19.320,4,18.470,5,19.185,3,13.185,2,11.655,4,50.820,1,6.600,4,22.680,3,16.980,7,44.460,3,18.440,2,13.200,4,60.815,8,54.910,3,113.490,1,5.400,3,20.350,3,29.570,375,1954.604
2045,164,845.696,5,37.600,5,32.095,2,17.340,1,6.000,4,33.355,0,0.000,1,2.600,4,32.760,2,13.140,9,79.320,3,25.100,3,21.620,5,43.825,3,19.030,6,52.765,7,46.590,9,66.220,5,27.090,2,13.250,5,89.765,5,52.380,3,27.570,5,43.350,6,169.545,264,1798.006
2046,583,2317.853,5,42.012,6,56.670,3,20.640,1,5.600,1,5.025,11,103.975,11,211.590,9,47.190,7,38.425,12,178.960,12,146.145,14,124.095,17,106.255,6,46.015,8,59.245,13,96.510,15,136.495,14,121.025,9,88.370,18,143.210,12,91.340,9,71.555,22,171.240,19,157.385,837,4586.825
2047,183,689.603,2,9.540,2,14.505,0,0.000,3,21.900,2,13.815,0,0.000,4,22.065,2,6.250,2,10.335,2,13.215,1,5.610,4,32.280,5,26.505,5,37.950,7,46.200,5,35.790,3,14.860,1,10.080,2,14.070,5,33.245,4,33.130,8,82.575,6,33.825,2,12.250,260,1219.598
2048,152,672.487,1,6.500,3,94.355,0,0.000,1,9.240,1,6.000,2,13.700,1,6.400,2,9.670,3,17.705,4,23.650,3,15.322,3,14.700,4,21.490,2,8.580,4,29.970,1,6.615,4,20.445,2,9.050,2,7.260,2,12.900,6,35.840,4,31.520,3,27.950,2,8.410,212,1109.759
2049,232,831.737,3,21.500,2,22.390,3,28.350,7,39.605,5,34.620,3,11.975,4,19.235,3,17.420,1,3.000,3,16.800,2,11.680,5,66.056,2,13.930,3,19.140,4,44.005,6,44.840,4,29.445,2,15.840,3,42.400,3,16.360,7,41.340,7,42.060,4,27.735,8,49.940,326,1511.403
2050,130,846.350,0,0.000,0,0.000,0,0.000,1,6.615,0,0.000,0,0.000,1,3.575,1,4.340,2,82.650,1,6.600,1,99.750,0,0.000,2,19.686,0,0.000,0,0.000,2,95.450,1,6.600,1,9.240,3,16.240,2,41.600,1,8.880,2,15.970,3,17.340,0,0.000,154,1280.886
2055,1,2.400,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,2.400
2057,13,46.665,2,8.970,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,4.800,0,0.000,0,0.000,0,0.000,1,10.500,0,0.000,0,0.000,0,0.000,1,13.360,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,18,84.295
2059,3,43.360,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,3,43.360
2060,132,650.395,1,7.680,0,0.000,1,7.680,1,3.100,1,27.000,0,0.000,0,0.000,1,3.000,2,8.520,0,0.000,3,27.970,4,74.100,0,0.000,1,10.295,1,8.295,5,37.760,4,28.760,7,37.325,3,126.540,3,26.880,4,37.230,3,25.470,8,55.700,3,27.320,188,1231.020
2061,20,137.550,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.615,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,21,144.165
2062,104,396.719,0,0.000,2,46.250,2,11.225,3,17.090,2,9.920,4,22.250,0,0.000,0,0.000,3,16.060,1,3.200,1,9.100,1,9.530,2,9.600,1,5.325,1,6.600,3,17.320,3,15.890,2,12.015,3,22.440,1,6.600,3,15.270,3,24.220,2,15.540,1,4.745,148,696.909
2063,254,1158.083,2,14.200,7,42.220,7,45.755,1,5.100,3,26.490,5,44.475,0,0.000,3,118.305,6,48.390,2,17.920,5,35.020,2,21.015,3,25.770,4,43.350,8,51.280,5,48.930,4,39.450,4,37.100,3,22.270,6,67.120,6,41.430,5,47.000,10,75.035,6,42.155,361,2117.863
2064,180,1310.941,1,6.100,2,13.060,4,23.465,1,5.100,1,6.300,0,0.000,2,10.110,1,5.700,6,59.685,3,13.590,4,42.900,2,14.850,4,119.350,10,89.940,5,32.100,1,6.600,3,20.910,1,10.450,3,88.190,4,20.940,4,76.245,1,32.400,3,106.800,8,164.125,254,2279.851
2065,450,1707.182,3,25.120,5,28.160,2,10.800,3,52.225,3,20.160,2,14.150,9,62.685,3,12.360,7,40.560,1,8.400,10,79.380,9,50.265,6,69.920,4,26.940,9,73.835,5,35.440,8,53.765,4,22.490,7,42.080,6,124.340,13,109.460,11,85.585,12,69.590,8,65.030,600,2889.922
2066,878,3788.181,6,41.375,9,82.390,12,85.153,12,94.355,12,91.750,6,52.061,5,30.990,13,101.890,9,52.920,21,137.495,18,168.110,11,82.555,12,78.625,14,98.935,10,69.680,12,103.915,20,196.095,15,127.145,11,127.650,21,239.340,20,155.670,19,161.865,22,230.535,21,195.365,1209,6594.045
2067,461,1820.711,3,24.585,6,40.340,6,39.800,5,29.435,5,60.030,3,24.600,1,7.440,2,12.200,6,40.180,5,38.365,2,22.700,10,126.960,8,42.185,5,42.270,8,50.760,11,109.280,6,45.700,6,41.310,6,39.310,8,56.925,12,90.195,8,51.535,8,60.815,9,81.720,610,2999.351
2068,526,1900.366,11,70.805,9,63.495,7,38.325,11,98.415,14,88.420,8,65.655,9,152.095,10,62.650,9,74.150,9,93.220,10,77.005,9,94.455,10,78.800,12,119.445,15,88.295,17,110.745,18,144.405,12,98.950,16,119.385,10,76.400,13,109.420,12,83.960,17,137.585,20,153.760,814,4200.206
2069,493,2047.324,4,27.110,3,25.470,6,47.795,6,43.185,3,51.180,4,26.320,5,37.350,4,25.800,12,79.505,4,22.280,9,159.580,5,36.525,14,107.925,12,89.070,11,74.775,6,45.565,11,84.390,8,54.560,11,85.515,9,90.570,13,119.810,6,47.550,11,119.660,15,224.710,685,3773.524
2070,426,1682.317,3,21.810,3,26.920,6,43.225,4,24.600,7,53.910,9,76.365,5,41.925,5,37.185,4,27.795,10,69.325,6,51.590,12,101.095,13,96.780,9,64.705,14,101.960,11,94.395,15,113.500,10,77.680,7,65.380,8,63.830,8,87.665,13,125.680,10,90.670,12,185.750,630,3426.057
2071,364,1534.141,1,4.720,6,37.270,6,44.440,4,29.900,10,70.520,5,41.200,5,32.605,3,18.990,6,44.730,10,66.065,12,94.070,8,62.685,7,51.100,8,65.380,6,73.020,14,118.290,5,51.145,10,96.720,11,93.735,9,81.770,9,69.990,16,134.350,20,228.160,19,170.040,574,3315.036
2072,180,940.212,1,10.050,0,0.000,4,24.025,1,7.930,1,6.600,3,15.375,2,7.800,2,11.880,1,46.480,3,19.150,7,68.000,3,27.310,0,0.000,2,18.170,6,49.230,3,25.100,4,26.510,7,51.695,2,18.260,5,62.960,1,11.840,3,26.520,4,33.260,7,63.210,252,1571.567
2073,538,2567.631,5,40.700,8,54.750,9,58.015,8,63.415,7,34.580,10,81.865,5,37.695,8,63.515,5,42.170,8,58.320,6,39.345,9,65.360,7,54.820,9,75.500,15,86.880,6,64.875,6,48.370,8,47.695,8,64.840,10,81.550,14,112.290,19,158.355,17,146.635,17,154.190,762,4303.361
2074,817,2995.637,7,45.960,11,63.605,15,103.860,4,29.440,8,57.020,11,194.285,11,77.745,13,75.745,11,73.945,18,130.960,11,88.185,14,182.450,9,73.850,8,60.605,15,191.035,23,178.225,17,121.280,16,120.230,21,204.070,16,130.020,12,92.590,23,213.395,30,296.450,24,280.215,1165,6080.802
2075,629,2571.234,7,68.290,10,70.715,10,70.185,3,21.060,4,24.145,4,27.000,9,66.100,3,25.235,11,71.805,7,60.860,13,125.445,11,79.825,8,62.380,12,85.760,18,133.630,17,155.185,16,114.705,18,213.090,15,118.030,13,95.085,23,253.690,26,195.075,37,305.560,42,377.210,966,5391.299
2076,804,3475.719,8,47.045,13,103.005,10,63.185,16,95.220,8,59.625,6,37.680,11,123.765,11,96.840,10,93.545,9,64.110,14,90.000,16,213.140,6,39.670,17,105.420,16,122.855,16,140.035,14,122.760,18,135.905,13,106.520,16,120.470,17,151.925,18,145.075,27,204.875,18,160.920,1132,6119.309
2077,1030,4131.391,14,105.130,11,80.490,26,192.220,9,54.725,14,107.430,7,46.815,11,75.110,5,25.985,13,96.180,13,85.925,21,148.725,20,173.450,11,80.815,19,139.840,19,134.835,21,166.195,16,123.800,11,75.310,18,148.610,16,124.490,26,228.205,24,180.020,31,223.380,32,326.820,1438,7275.896
2079,350,1181.977,2,13.200,7,42.395,1,6.300,1,6.120,3,21.765,5,33.020,6,42.725,6,53.270,3,23.215,7,41.975,7,59.460,3,19.815,8,56.030,5,31.905,7,48.100,10,71.645,3,18.480,4,24.930,11,81.465,9,63.640,11,93.020,5,43.655,13,87.425,9,73.270,496,2238.802
2080,107,421.920,1,7.320,3,59.200,3,21.450,1,6.600,4,26.290,2,58.950,2,11.715,2,15.605,3,50.620,0,0.000,2,14.415,0,0.000,0,0.000,1,13.200,3,112.875,2,13.200,3,23.750,1,6.600,3,111.660,2,14.300,5,30.800,3,53.280,2,15.900,0,0.000,155,1089.650
2081,384,1193.042,1,6.200,5,38.100,3,16.045,10,50.135,8,36.820,6,38.730,13,51.565,8,39.895,7,30.195,1,6.000,6,42.490,7,50.995,3,19.400,9,63.655,7,44.085,8,61.520,5,32.010,3,18.360,4,26.610,8,66.930,8,53.740,3,23.590,10,68.640,5,37.730,532,2116.482
2082,354,1158.415,1,3.900,9,37.595,9,48.720,9,37.730,20,106.530,19,104.275,18,84.560,9,53.580,11,53.370,10,55.050,15,96.900,10,159.055,5,33.660,6,39.845,7,51.880,7,44.780,6,41.400,8,50.365,4,39.770,5,37.690,6,43.030,10,80.170,7,58.980,7,57.970,572,2579.220
2083,140,510.312,1,5.850,3,19.670,0,0.000,1,12.505,1,8.060,2,12.660,1,3.265,3,18.765,3,18.290,2,5.500,0,0.000,3,17.850,2,13.425,3,22.670,2,14.300,8,58.250,1,6.500,2,35.820,3,36.750,2,14.420,1,9.100,2,39.960,4,25.440,2,18.385,192,927.747
2084,219,1165.490,1,11.000,2,21.920,0,0.000,2,11.600,3,24.000,1,8.060,3,18.600,3,43.730,3,18.180,3,40.610,6,48.301,3,43.251,4,49.040,2,31.350,7,55.390,1,6.930,1,10.560,3,43.070,0,0.000,2,25.140,5,33.200,8,71.395,7,88.210,4,144.425,293,2013.452
2085,652,2535.895,4,24.670,6,36.105,6,50.020,8,53.545,3,20.940,5,32.170,7,39.845,3,21.780,14,91.455,11,76.215,5,43.380,9,157.210,11,73.470,11,67.340,8,51.810,10,92.205,8,52.930,12,89.905,7,58.485,14,121.915,15,121.635,13,112.985,14,138.775,18,136.735,874,4301.420
2086,598,2015.516,14,108.140,7,43.805,9,58.060,5,33.145,6,41.625,10,58.220,3,17.490,9,57.700,7,45.580,9,60.700,6,42.250,9,88.540,7,41.010,6,39.560,10,168.345,11,80.155,15,117.030,12,122.155,14,103.360,21,155.650,14,113.880,22,200.110,11,77.140,24,180.570,859,4069.736
2087,593,2200.001,11,80.905,7,47.090,6,35.115,5,28.700,7,55.710,6,36.450,9,66.160,10,59.945,5,30.805,11,72.870,8,54.830,13,90.225,8,51.440,9,67.335,15,94.040,10,56.650,15,102.130,4,35.230,16,118.720,22,162.255,13,113.715,16,120.780,8,77.830,15,115.630,842,3974.561
2088,510,2200.537,7,35.530,5,27.550,5,32.000,4,46.170,3,15.640,6,41.910,10,103.430,8,59.275,17,110.720,11,75.250,8,79.525,20,193.700,8,73.335,7,73.050,11,79.235,17,275.485,13,132.985,14,132.180,11,79.700,13,92.540,15,122.230,14,158.965,15,141.500,22,232.690,774,4615.132
2089,60,224.886,1,6.205,0,0.000,1,6.820,1,6.700,0,0.000,1,4.200,1,6.210,1,5.520,1,6.200,6,71.355,0,0.000,0,0.000,2,15.050,1,17.955,1,5.400,2,11.880,2,10.980,3,21.075,2,16.730,2,7.920,0,0.000,3,115.080,3,16.890,5,49.830,99,626.886
2090,148,523.101,0,0.000,2,12.205,2,8.020,2,12.775,2,10.440,3,17.665,2,11.300,1,5.400,1,6.555,6,35.100,1,9.360,6,43.390,2,13.635,3,21.650,1,6.300,3,33.480,2,67.805,3,25.700,2,11.090,1,5.280,2,17.000,0,0.000,3,45.300,4,43.450,202,986.001
2092,282,1169.254,1,6.600,3,21.850,4,31.240,5,29.390,5,44.080,1,10.800,7,44.740,4,29.250,7,51.250,4,35.550,1,6.650,7,65.310,2,12.820,6,50.745,6,131.070,8,78.300,10,122.240,4,37.040,11,109.510,7,61.305,7,68.865,7,52.465,9,93.295,5,40.125,413,2403.744
2093,653,2559.506,9,58.975,11,63.740,16,132.210,6,37.680,9,58.440,17,208.360,12,79.995,9,146.950,11,62.125,14,81.755,15,149.641,9,52.420,5,59.700,22,161.480,14,98.250,23,165.980,17,150.960,17,143.555,16,152.180,17,116.835,16,113.190,19,156.705,18,142.545,13,88.600,988,5241.777
